"id","active","date_created","description","image_url","last_updated","name","sku","unit_price","units_in_stock","category_id"
90,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1009.png",NULL,"Luggage Tag - Trail","LUGGAGETAG-1009",16.99,100,4
91,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1010.png",NULL,"Luggage Tag - Skyscraper","LUGGAGETAG-1010",16.99,100,4
92,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1011.png",NULL,"Luggage Tag - Leaf","LUGGAGETAG-1011",16.99,100,4
93,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1012.png",NULL,"Luggage Tag - Jungle","LUGGAGETAG-1012",16.99,100,4
94,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1013.png",NULL,"Luggage Tag - Shoreline","LUGGAGETAG-1013",16.99,100,4
95,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1014.png",NULL,"Luggage Tag - Blossom","LUGGAGETAG-1014",16.99,100,4
96,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1015.png",NULL,"Luggage Tag - Lock","LUGGAGETAG-1015",16.99,100,4
97,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1016.png",NULL,"Luggage Tag - Cafe","LUGGAGETAG-1016",16.99,100,4
98,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1017.png",NULL,"Luggage Tag - Darling","LUGGAGETAG-1017",16.99,100,4
99,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1018.png",NULL,"Luggage Tag - Full Stack","LUGGAGETAG-1018",16.99,100,4
100,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1019.png",NULL,"Luggage Tag - Courtyard","LUGGAGETAG-1019",16.99,100,4
101,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1020.png",NULL,"Luggage Tag - Coaster","LUGGAGETAG-1020",16.99,100,4
102,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1021.png",NULL,"Luggage Tag - Bridge","LUGGAGETAG-1021",16.99,100,4
103,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1022.png",NULL,"Luggage Tag - Sunset","LUGGAGETAG-1022",16.99,100,4
104,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1023.png",NULL,"Luggage Tag - Flames","LUGGAGETAG-1023",16.99,100,4
105,True,"2023-04-18 15:29:29.499691","This luggage tag will help you identify your luggage. The luggage tag is very unique and it will stand out from the crowd. The luggage tag is created out of a rugged and durable plastic. Buy this luggage tag now to make it easy to identify your luggage!","assets/images/products/luggagetags/luggagetag-luv2code-1024.png",NULL,"Luggage Tag - Countryside","LUGGAGETAG-1024",16.99,100,4
